Ext Mean,Flex Mean,Ext Var,Flex Var,Gesture
0.67,1.07,0.96,0.38,
1.23,1.11,1.37,0.47,R
1.4,1.2,0.89,0.57,R
1.17,1.05,0.67,0.37,
0.91,0.94,0.56,0.36,
0.69,0.86,0.42,0.39,
0.59,0.79,0.37,0.34,
0.53,0.76,0.31,0.36,
0.52,0.79,0.36,0.35,
0.55,0.82,0.46,0.35,
0.56,0.78,0.4,0.39,
0.55,0.72,0.38,0.25,
0.44,0.65,0.33,0.23,
0.54,0.93,0.22,0.51,
0.85,1.46,0.15,0.66,
0.88,1.74,0.1,1.13,
0.64,1.88,0.11,2.29,
0.43,1.98,0.14,2.05,
0.33,1.83,0.11,1.1,
0.29,1.59,0.11,0.97,
0.32,1.83,0.13,2.78,
0.37,2.36,0.15,4.07,S
0.41,2.35,0.23,2.8,S
0.39,2.07,0.19,2.62,
0.45,1.66,0.82,1.76,
0.92,1.13,1.45,0.35,
1.24,1.11,1.04,0.62,
1.14,1.16,0.62,0.66,
1,1.19,0.73,0.72,
0.87,1.25,0.83,0.83,
0.73,1.13,0.59,0.7,
0.66,1.05,0.5,0.65,
0.61,1.1,0.44,0.49,
0.58,1.13,0.45,0.7,R
0.64,1.08,0.61,0.73,R
0.61,1.06,0.48,0.6,R
0.55,0.99,0.28,0.56,
0.55,0.81,0.25,0.28,
0.75,1.03,0.26,0.58,
1.01,1.39,0.21,0.9,
0.89,1.43,0.13,1.03,
0.65,1.55,0.17,1.06,
0.49,1.47,0.21,0.8,
0.38,1.3,0.19,0.8,
0.35,1.23,0.15,0.73,
0.31,1.12,0.09,0.62,
0.4,1.06,0.41,0.8,
0.5,1.2,0.54,1.11,
0.44,1.4,0.23,1.15,
0.66,1.19,1.11,0.58,S
1.14,1.01,1.53,0.34,S
1.26,1.05,0.75,0.52,S
1.11,0.97,0.45,0.4,
0.94,0.92,0.37,0.79,
0.75,0.98,0.47,0.85,
0.68,0.96,0.63,0.64,
0.66,0.91,0.8,0.81,
0.64,0.95,0.65,0.61,
0.6,1,0.44,0.53,
0.56,0.98,0.47,0.58,
0.52,0.95,0.5,0.6,
0.5,0.78,0.42,0.35,
0.78,0.62,0.61,0.09,P
0.98,0.73,0.88,0.09,P
0.77,0.89,0.66,0.06,P
0.57,0.93,0.41,0.05,
0.47,0.91,0.32,0.06,
0.43,0.87,0.25,0.06,
0.36,0.8,0.21,0.04,
0.31,0.74,0.17,0.03,
0.32,0.66,0.26,0.04,
0.36,0.62,0.28,0.03,
0.34,0.63,0.16,0.03,
0.3,0.63,0.16,0.04,
0.29,0.61,0.17,0.02,
0.32,0.73,0.16,0.09,
0.56,1.09,0.15,0.45,
0.76,1.72,0.17,0.81,R
0.61,2.25,0.14,0.98,R
0.41,2.12,0.11,0.86,R
0.32,1.61,0.07,0.81,
0.32,1.33,0.12,0.82,
0.31,1.21,0.14,0.71,
0.27,1.14,0.09,0.58,
0.23,1.11,0.09,0.43,
0.21,1.18,0.09,0.57,
0.3,1.32,0.31,0.76,
0.95,1.09,1.64,0.51,S
1.46,0.99,1.91,0.57,S
1.38,1.1,0.89,0.69,S
1.24,1.02,0.63,0.49,
0.96,0.95,0.42,0.46,
0.69,0.87,0.3,0.45,
0.56,0.8,0.31,0.54,
0.44,0.75,0.24,0.47,
0.39,0.75,0.23,0.32,
0.43,0.73,0.28,0.21,
0.44,0.7,0.29,0.3,
0.45,0.71,0.34,0.31,
0.42,0.61,0.28,0.13,
0.59,0.88,0.2,0.39,
0.89,1.27,0.14,0.61,R
0.8,1.43,0.07,0.57,R
0.5,1.55,0.09,0.58,
0.32,1.43,0.11,0.53,
0.25,1.33,0.1,0.5,
0.22,1.24,0.08,0.54,
0.22,1.09,0.1,0.47,
0.23,1.03,0.1,0.51,
0.22,1.07,0.1,0.66,
0.22,1.1,0.1,0.62,
0.67,1.03,1.1,0.41,S
1.33,1.08,1.95,0.67,S
1.44,1.08,1.22,0.84,S
1.21,0.97,0.57,0.49,
0.96,0.92,0.53,0.32,
0.75,0.88,0.52,0.32,
0.62,0.87,0.43,0.3,
0.51,0.82,0.35,0.29,
0.45,0.81,0.34,0.38,
0.45,0.8,0.38,0.47,
0.44,0.78,0.28,0.57,
0.43,0.77,0.33,0.6,
0.47,0.75,0.33,0.6,
0.56,0.64,0.48,0.31,
0.86,0.58,0.63,0.06,P
0.86,0.66,0.43,0.07,P
0.57,0.73,0.31,0.14,
0.5,0.76,0.28,0.19,
0.45,0.73,0.23,0.14,
0.43,0.73,0.25,0.11,
0.54,0.76,0.49,0.11,
0.61,0.74,0.53,0.12,
0.57,0.71,0.41,0.11,
0.5,0.68,0.33,0.09,
0.46,0.65,0.26,0.12,
0.45,0.59,0.29,0.09,
0.37,0.51,0.22,0.03,
0.47,0.85,0.21,0.36,
0.81,1.39,0.21,0.68,R
0.86,1.8,0.13,0.71,R
0.61,2.01,0.16,0.71,R
0.42,1.8,0.12,0.58,
0.34,1.61,0.11,0.56,
0.29,1.4,0.11,0.5,
0.22,1.12,0.08,0.28,
0.21,0.98,0.07,0.27,
0.23,0.93,0.06,0.73,
0.21,1.11,0.06,0.85,
0.3,1.34,0.42,0.97,
0.78,1.19,0.93,1.01,
1.22,1.08,0.84,0.74,S
1.35,1.22,0.68,1.02,S
1.18,1.15,0.67,0.79,S
0.87,1.01,0.46,0.43,
0.65,0.88,0.26,0.51,
0.58,0.85,0.38,0.48,
0.61,0.92,0.56,0.54,
0.59,0.96,0.39,0.56,
0.54,0.91,0.33,0.37,
0.51,0.86,0.36,0.25,
0.46,0.82,0.3,0.27,
0.44,0.73,0.34,0.29,
0.54,0.64,0.69,0.23,
0.89,0.64,0.96,0.11,P
1.01,0.63,1.1,0.06,P
0.75,0.59,0.79,0.04,P
0.56,0.6,0.36,0.05,
0.49,0.62,0.34,0.05,
0.5,0.58,0.29,0.04,
0.49,0.55,0.36,0.05,
0.51,0.49,0.39,0.04,
0.5,0.43,0.28,0.03,
0.42,0.39,0.21,0.03,
0.39,0.37,0.19,0.03,
0.35,0.35,0.16,0.02,
0.39,0.56,0.17,0.31,
0.7,1.13,0.13,0.59,
0.83,1.84,0.08,0.68,R
0.58,2.19,0.08,0.67,R
0.39,2.12,0.11,0.58,R
0.33,1.87,0.14,0.61,
0.24,1.5,0.09,0.52,
0.18,1.22,0.07,0.55,
0.18,1.13,0.06,0.74,
0.17,1.08,0.04,0.64,
0.16,1.09,0.05,0.65,
0.16,1.11,0.06,0.7,
0.23,1.01,0.22,0.47,
0.88,0.74,1.25,0.22,
1.41,0.54,1.64,0.06,P
1.25,0.58,0.82,0.04,P
0.98,0.6,0.39,0.03,
0.78,0.59,0.47,0.03,
0.68,0.61,0.44,0.03,
0.56,0.62,0.28,0.02,
0.5,0.61,0.33,0.02,
0.51,0.58,0.35,0.03,
0.51,0.57,0.31,0.03,
0.44,0.55,0.23,0.02,
0.38,0.48,0.15,0.01,
0.33,0.6,0.09,0.19,
0.59,1.06,0.1,0.4,R
0.89,1.44,0.1,0.51,R
0.73,1.56,0.08,0.5,R
0.45,1.51,0.07,0.43,
0.31,1.38,0.06,0.43,
0.26,1.28,0.07,0.36,
0.24,1.21,0.1,0.38,
0.21,1.11,0.08,0.34,
0.19,1.01,0.04,0.29,
0.18,0.93,0.05,0.33,
0.15,0.93,0.04,0.58,
0.34,0.9,0.62,0.49,
1.03,0.68,1.53,0.1,P
1.45,0.64,1.34,0.07,P
1.26,0.73,0.57,0.06,P
0.97,0.69,0.32,0.04,
0.69,0.63,0.22,0.03,
0.52,0.64,0.17,0.03,
0.45,0.65,0.23,0.04,
0.41,0.62,0.2,0.04,
0.36,0.56,0.15,0.03,
0.36,0.53,0.24,0.03,
0.34,0.58,0.32,0.09,
0.49,1.72,0.45,2.01,S
0.65,2.48,0.49,2.54,S
0.6,1.81,0.37,0.89,S
0.56,1.36,0.36,0.49,
0.57,1.15,0.48,0.35,
0.55,1.03,0.42,0.36,
0.48,0.97,0.32,0.52,
0.42,0.94,0.31,0.49,
0.39,0.99,0.3,0.45,
0.42,1.02,0.33,0.47,
0.44,0.96,0.31,0.34,
0.37,0.91,0.24,0.32,
0.35,0.71,0.14,0.19,
0.57,0.77,0.25,0.29,
0.92,1.22,0.57,0.34,P
1.7,1.36,2.03,0.17,P
1.88,0.99,1.81,0.12,P
1.29,0.55,0.29,0.04,
0.97,0.39,0.34,0.02,
0.73,0.38,0.36,0.02,
0.62,0.42,0.31,0.04,
0.6,0.48,0.39,0.05,
0.55,0.54,0.4,0.04,
0.52,0.56,0.3,0.03,
0.45,0.54,0.17,0.02,
0.36,0.48,0.21,0.02,
0.38,0.48,0.26,0.13,
0.57,1.37,0.35,1.19,S
0.66,1.87,0.53,1.47,S
0.64,1.4,0.56,0.84,S
0.7,1.21,0.69,0.91,
0.67,1.1,0.71,0.7,
0.6,1.02,0.6,0.45,
0.55,0.95,0.44,0.48,
0.51,0.95,0.38,0.56,
0.48,0.95,0.41,0.63,
0.5,0.95,0.31,0.7,
0.5,0.8,0.25,0.42,
0.75,0.94,0.23,0.32,
1.04,1.34,0.2,0.49,
0.84,1.57,0.1,0.69,R
0.51,1.67,0.13,0.89,R
0.38,1.49,0.16,0.65,R
0.35,1.33,0.12,0.54,
0.31,1.2,0.12,0.46,
0.27,1.05,0.12,0.45,
0.23,1.04,0.11,0.5,
0.22,1.05,0.07,0.78,
0.22,1.05,0.06,0.85,
0.19,1.06,0.04,0.55,
0.35,0.88,0.22,0.32,
0.68,0.71,0.52,0.09,
0.89,0.81,0.67,0.3,
0.97,0.96,0.61,0.43,
1.05,1.04,0.56,0.35,S
1.07,0.97,0.58,0.49,S
0.92,0.87,0.53,0.54,
0.76,0.84,0.54,0.36,
0.59,0.82,0.38,0.3,
0.49,0.81,0.35,0.37,
0.51,0.79,0.49,0.34,
0.55,0.77,0.46,0.47,
0.52,0.74,0.42,0.45,
0.41,0.77,0.33,0.31,
0.41,0.78,0.25,0.3,
0.71,0.98,0.23,0.55,
1.01,1.25,0.16,0.59,R
0.83,1.35,0.09,0.37,R
0.49,1.36,0.11,0.38,
0.29,1.22,0.1,0.27,
0.18,1.05,0.05,0.21,
0.18,0.98,0.07,0.3,
0.21,0.91,0.09,0.28,
0.22,0.83,0.1,0.2,
0.19,0.8,0.07,0.26,
0.19,0.69,0.1,0.21,
0.54,0.56,0.44,0.07,
0.76,0.49,0.48,0.03,
0.6,0.5,0.21,0.04,
0.46,0.96,0.2,0.03,
0.54,1.8,0.28,0.02,
0.59,1.74,0.3,0.01,
0.51,0.98,0.34,0.01,
0.52,0.87,0.43,0.01,
0.51,1.18,0.35,0.01,
0.52,1.25,0.25,0.01,
0.54,1.2,0.22,0.01,
0.52,1.13,0.21,0.04,
0.56,1.15,0.28,0.06,
0.53,1.27,0.29,0.03,
0.48,1.31,0.23,0.02,
0.5,1.26,0.33,0.02,
0.58,0.25,0.61,0.01,
0.72,0.27,0.6,0.01,
0.51,0.25,0.14,0.01,
0.5,0.24,0.36,0.01,
0.64,0.23,0.52,0.01,
0.62,0.21,0.44,0,
0.82,0.22,0.82,0,
0.88,0.23,0.83,0.01,
0.65,0.23,0.36,0.01,
0.6,0.25,0.35,0.01,
0.56,0.25,0.32,0.01,
0.47,0.26,0.24,0.01,
0.46,0.24,0.36,0.01,
0.45,0.22,0.3,0,
0.4,0.21,0.13,0,
0.38,0.21,0.14,0,
0.37,0.22,0.2,0,
0.33,0.28,0.13,0,
0.32,0.42,0.14,0,
0.38,0.65,0.17,0,
0.38,0.71,0.12,0,
0.39,0.67,0.15,0,
0.44,0.75,0.19,0,
0.48,0.68,0.19,0,
0.49,0.43,0.16,0,
0.36,0.27,0.11,0,
0.28,0.28,0.1,0,
0.24,0.68,0.08,0,
0.18,1.44,0.05,0.01,
0.21,1.94,0.07,0.01,
0.19,1.94,0.06,0,
0.13,1.64,0.02,0,
0.1,1.44,0.01,0,
0.09,1.23,0.02,0,
0.09,0.94,0.02,0,
0.09,1,0.01,0,
0.08,1.16,0.01,0,
0.08,1.23,0.02,0,
0.16,1.25,0.12,0,
0.26,1.11,0.4,0.01,
0.55,0.87,0.55,0.04,
1.37,0.86,1.83,0.28,S
1.98,1,2.9,0.35,S
1.95,0.95,2.61,0.17,S
1.73,0.82,1.8,0.12,
1.49,0.72,1.5,0.12,
1.32,0.73,1.58,0.15,
1.32,0.79,1.5,0.22,
1.44,0.86,2.03,0.31,
1.33,0.83,1.43,0.31,
1.02,0.76,0.65,0.13,
0.71,0.71,0.47,0.06,
0.93,0.56,1.05,0.08,
1.48,0.52,2.28,0.07,P
1.38,0.58,1.82,0.06,P
1,0.64,0.81,0.06,
0.87,0.71,0.72,0.05,
0.86,0.7,0.76,0.06,
0.74,0.62,0.56,0.05,
0.68,0.55,0.51,0.05,
0.65,0.53,0.51,0.04,
0.55,0.5,0.36,0.03,
0.53,0.43,0.3,0.02,
0.65,1.03,0.55,1.1,
1.14,1.75,1.31,1.42,S
1.45,1.47,1.45,0.5,S
1.24,0.9,0.96,0.22,
1.01,0.69,0.79,0.11,
1,0.68,0.95,0.12,
1.02,0.7,1.09,0.1,
1.09,0.74,1.04,0.09,
1.15,0.79,1.03,0.1,
1.18,0.81,1.1,0.12,
1.2,0.81,0.97,0.15,
1.06,0.82,0.79,0.12,
0.78,0.81,0.59,0.04,
0.72,1.14,0.68,0.37,R
0.7,1.73,0.57,1.14,R
0.44,1.67,0.13,1.14,R
0.35,1.2,0.08,0.5,
0.37,1.04,0.07,0.3,
0.34,1.04,0.08,0.33,
0.34,1.02,0.11,0.32,
0.3,0.9,0.1,0.25,
0.24,0.83,0.08,0.23,
0.25,0.82,0.08,0.2,
0.25,0.82,0.09,0.23,
0.21,0.79,0.08,0.23,
0.36,0.68,0.64,0.25,
1.41,0.68,3.23,0.3,
2.59,0.84,4.28,0.39,S
2.46,0.89,2.82,0.4,S
1.86,0.73,2.03,0.2,S
1.81,0.69,2.13,0.26,
1.72,0.73,2.1,0.29,
1.4,0.71,1.57,0.21,
1.22,0.71,1.5,0.27,
1.24,0.72,1.25,0.3,
1.38,0.67,1.16,0.24,
1.44,0.67,1.67,0.19,
1.18,0.63,1.13,0.16,
0.85,0.83,0.54,0.68,
0.68,1.38,0.43,1.12,R
0.65,1.43,0.09,0.82,R
0.69,1.26,0.11,0.81,R
0.57,1.23,0.1,0.68,
0.4,1.16,0.08,0.39,
0.29,1.05,0.1,0.42,
0.23,0.97,0.09,0.37,
0.23,0.98,0.07,0.3,
0.22,0.9,0.09,0.29,
0.26,0.96,0.13,0.34,
0.24,0.95,0.1,0.31,
1.3,0.78,4.02,0.26,
3.05,1.15,6.29,0.82,S
2.89,1.3,3.6,0.82,S
1.75,0.9,2.15,0.33,
1.51,0.84,2.18,0.34,
1.59,0.83,2.17,0.26,
1.35,0.77,1.43,0.21,
1.13,0.7,1.19,0.17,
1.08,0.65,1.01,0.1,
1.05,0.65,0.89,0.13,
1.04,0.66,0.98,0.19,
1.08,0.66,0.95,0.22,
0.82,0.6,0.56,0.17,
0.81,0.86,0.67,0.6,
0.85,1.57,0.64,1.01,R
0.5,1.78,0.13,0.95,R
0.3,1.4,0.08,0.6,
0.2,1.08,0.07,0.27,
0.2,0.86,0.07,0.24,
0.19,0.78,0.06,0.25,
0.18,0.84,0.04,0.3,
0.18,0.86,0.05,0.26,
0.16,0.77,0.05,0.2,
0.14,0.74,0.04,0.2,
0.24,0.7,0.64,0.29,
1.49,0.72,3.34,0.46,
2.55,1.03,4.29,0.82,S
2.16,1.1,2.98,0.74,S
2,0.88,2.81,0.3,
1.94,0.81,2.13,0.39,
1.67,0.81,1.87,0.49,
1.57,0.82,1.93,0.36,
1.41,0.8,1.48,0.3,
1.44,0.8,1.81,0.26,
1.54,0.8,1.9,0.43,
1.54,0.81,1.81,0.45,R
1.63,0.82,1.93,0.31,R
1.46,0.75,1.29,0.21,R
1.05,0.89,0.65,0.32,
0.67,1.24,0.39,0.69,
0.4,1.31,0.17,0.78,
0.26,1.1,0.07,0.48,
0.23,0.91,0.06,0.3,
0.2,0.78,0.05,0.24,
0.17,0.69,0.06,0.14,
0.16,0.67,0.05,0.16,
0.15,0.69,0.04,0.14,
0.14,0.75,0.04,0.16,
0.14,0.76,0.04,0.27,
0.13,0.73,0.04,0.28,
0.52,0.67,0.75,0.14,
1.63,0.65,3.62,0.29,
2.28,0.9,4.99,0.67,S
2.27,1.01,3.31,0.59,S
2.02,0.88,2.62,0.36,
1.66,0.83,2.3,0.29,
1.45,0.8,1.36,0.37,
1.42,0.8,1.86,0.41,
1.54,0.83,2.23,0.3,
1.48,0.82,1.4,0.38,
1.33,0.78,1.22,0.34,
1.22,0.77,1.17,0.27,
1.12,0.78,0.8,0.22,
0.82,0.59,0.57,0.09,
0.82,0.43,1.02,0.08,
1.14,0.51,1.5,0.1,P
1.14,0.58,0.98,0.07,P
0.95,0.57,0.45,0.09,
0.8,0.5,0.37,0.07,
0.68,0.46,0.27,0.04,
0.6,0.45,0.28,0.04,
0.55,0.45,0.27,0.04,
0.62,0.47,0.44,0.05,
0.76,0.47,0.5,0.05,
0.67,0.45,0.27,0.03,
0.54,0.41,0.22,0.03,
0.48,0.5,0.23,0.11,
0.51,0.93,0.17,0.51,
0.58,1.18,0.09,0.59,R
0.62,1.04,0.05,0.35,R
0.54,0.98,0.05,0.36,
0.35,0.91,0.05,0.33,
0.25,0.78,0.05,0.28,
0.21,0.75,0.05,0.27,
0.16,0.72,0.05,0.2,
0.14,0.72,0.05,0.22,
0.12,0.71,0.04,0.24,
0.12,0.71,0.03,0.23,
0.12,0.77,0.03,0.26,
0.15,0.76,0.19,0.33,
1.12,0.72,1.96,0.26,
2.11,0.87,3.59,0.4,
2.16,1.05,3.6,0.49,S
2.07,1.01,2.87,0.41,S
1.67,0.93,1.84,0.4,
1.33,0.9,1.73,0.45,
1.36,0.87,1.61,0.39,
1.24,0.78,1.05,0.24,
1.12,0.73,0.99,0.42,
1.21,0.79,1.17,0.36,
1.23,0.76,1.17,0.24,
1.01,0.65,0.81,0.27,
0.64,0.56,0.31,0.17,
0.64,0.97,0.52,0.66,
0.6,1.34,0.51,0.83,R
0.33,1.19,0.09,0.42,R
0.25,1.09,0.06,0.38,
0.22,1.05,0.05,0.34,
0.2,0.98,0.04,0.32,
0.16,0.86,0.04,0.28,
0.13,0.75,0.04,0.2,
0.13,0.73,0.04,0.2,
0.13,0.8,0.04,0.37,
0.2,0.83,0.15,0.39,
0.99,0.77,1.87,0.34,
2.2,0.95,4.05,0.5,S
2.32,1.15,3.28,0.53,S
1.87,1.14,2.74,0.54,
1.79,1.1,2.43,0.57,
1.51,0.99,1.33,0.57,
1.23,1,1.29,0.64,
1.18,1.04,1.14,0.65,
1.38,1.06,1.99,0.74,
1.8,1.05,3.27,0.71,
1.7,1.03,2.53,0.44,
1.37,0.97,1.49,0.32,
1.37,0.94,1.45,0.38,
1.07,0.69,0.9,0.22,
0.75,0.39,0.56,0.03,
0.89,0.43,0.72,0.08,
0.89,0.5,0.52,0.11,
0.86,0.52,0.36,0.09,
0.84,0.49,0.36,0.08,
0.65,0.46,0.27,0.06,
0.56,0.42,0.21,0.06,
0.57,0.39,0.22,0.07,
0.52,0.39,0.17,0.06,
0.48,0.35,0.3,0.03,
0.57,0.3,0.38,0.01,
0.52,0.34,0.25,0.08,
0.46,0.7,0.22,0.28,
0.57,1.07,0.14,0.45,R
0.76,1.09,0.07,0.33,R
0.83,0.92,0.06,0.21,
0.63,0.78,0.05,0.22,
0.43,0.8,0.07,0.28,
0.31,0.85,0.06,0.22,
0.23,0.81,0.04,0.12,
0.2,0.72,0.05,0.15,
0.18,0.7,0.04,0.26,
0.16,0.71,0.04,0.25,
0.14,0.66,0.06,0.16,
0.63,0.54,1.03,0.15,
1.75,0.71,2.87,0.22,
2.16,1.01,3.16,0.54,S
1.73,1.02,2.05,0.57,S
1.47,1.04,1.88,0.58,
1.38,1.07,1.8,0.68,
1.38,0.96,1.52,0.58,
1.38,0.88,1.23,0.42,
1.23,0.88,0.9,0.48,
1.16,0.88,1.18,0.59,
1.19,0.83,1.25,0.33,
1.17,0.79,0.9,0.24,
0.93,0.65,0.45,0.18,
0.73,0.43,0.7,0.05,
1.12,0.39,1.11,0.03,P
1.25,0.45,0.7,0.07,P
0.9,0.47,0.4,0.09,
0.81,0.44,0.65,0.08,
0.87,0.41,0.6,0.07,
0.69,0.41,0.25,0.08,
0.49,0.43,0.23,0.09,
0.47,0.45,0.26,0.06,
0.47,0.44,0.19,0.04,
0.46,0.4,0.13,0.05,
0.36,0.37,0.12,0.04,
0.32,0.64,0.08,0.28,
0.52,1.01,0.09,0.45,R
0.88,1.05,0.08,0.35,R
1.06,0.92,0.04,0.25,R
0.89,0.84,0.04,0.2,
0.6,0.76,0.04,0.22,
0.42,0.75,0.04,0.3,
0.29,0.79,0.04,0.28,
0.19,0.71,0.04,0.18,
0.15,0.64,0.03,0.15,
0.14,0.61,0.03,0.09,
0.12,0.59,0.03,0.09,
0.12,0.58,0.05,0.14,
1.21,0.61,2.37,0.2,
2.16,0.59,3.21,0.16,P
1.81,0.47,1.53,0.06,P
1.47,0.4,0.87,0.05,
1.23,0.38,0.51,0.04,
1.04,0.38,0.58,0.05,
0.92,0.39,0.52,0.05,
0.8,0.39,0.4,0.03,
0.65,0.36,0.3,0.03,
0.65,0.35,0.43,0.04,
0.74,0.34,0.54,0.04,
0.62,0.31,0.32,0.03,
0.41,0.48,0.13,0.11,
0.43,0.86,0.12,0.31,
0.79,1.06,0.11,0.49,
1.16,0.97,0.07,0.38,R
1.11,0.91,0.06,0.27,R
0.77,0.89,0.07,0.26,
0.53,0.77,0.07,0.18,
0.36,0.78,0.05,0.25,
0.25,0.8,0.05,0.24,
0.2,0.74,0.06,0.15,
0.17,0.71,0.05,0.18,
0.16,0.71,0.05,0.29,
0.17,0.73,0.28,0.25,
0.7,0.62,1.29,0.14,
1.44,0.49,1.72,0.11,P
1.57,0.46,0.99,0.08,P
1.37,0.43,0.59,0.06,
1.33,0.42,0.75,0.07,
1.25,0.42,0.62,0.06,
0.98,0.37,0.43,0.04,
0.9,0.36,0.55,0.05,
0.88,0.37,0.66,0.05,
0.77,0.37,0.63,0.06,
0.79,0.39,0.55,0.06,
0.67,0.41,0.43,0.05,
0.47,0.65,0.31,0.33,
0.96,1.09,1.22,0.74,
1.55,1.17,2.13,0.63,S
1.42,1,1.8,0.35,S
1.3,0.86,1.48,0.29,
1.38,0.77,1.6,0.28,
1.22,0.76,1.25,0.27,
0.99,0.76,0.79,0.21,
0.94,0.73,0.67,0.19,
0.95,0.73,0.61,0.27,
1,0.72,0.67,0.22,
0.93,0.64,0.61,0.12,
0.7,0.5,0.41,0.08,
1.11,0.41,1.37,0.04,
1.56,0.45,1.93,0.06,P
1.37,0.49,1.08,0.07,P
1.14,0.47,0.64,0.06,
0.95,0.43,0.59,0.06,
0.93,0.42,0.59,0.05,
0.86,0.43,0.46,0.05,
0.74,0.45,0.37,0.06,
0.71,0.45,0.44,0.06,
0.69,0.44,0.57,0.07,
0.68,0.42,0.5,0.05,
0.5,0.38,0.18,0.03,
0.53,0.7,0.5,0.4,
1.16,1.26,1.48,0.68,
1.72,1.18,2.43,0.45,S
1.86,0.84,2.46,0.27,S
1.77,0.73,2.22,0.2,
1.58,0.67,1.99,0.23,
1.47,0.66,1.65,0.22,
1.58,0.6,1.66,0.11,
1.51,0.55,1.26,0.1,
1.3,0.51,1.01,0.12,
1.15,0.51,1.09,0.13,
0.94,0.5,0.74,0.1,
0.64,0.43,0.28,0.03,
0.54,0.68,0.38,0.27,
0.52,1.08,0.36,0.49,R
0.32,1.04,0.06,0.37,R
0.3,0.83,0.06,0.3,
0.31,0.8,0.05,0.29,
0.25,0.83,0.06,0.36,
0.19,0.79,0.07,0.32,
0.16,0.71,0.04,0.22,
0.14,0.72,0.03,0.25,
0.14,0.77,0.04,0.28,
0.14,0.74,0.05,0.23,
0.13,0.65,0.04,0.21,
0.2,0.61,0.26,0.25,
1.03,0.64,1.68,0.3,
2.29,1.11,3.74,0.78,S
2.47,1.33,3.87,0.78,S
1.98,1.02,2.6,0.29,S
1.59,0.92,1.76,0.24,
